Source data:
n_boxes: 6, m: 5, d: 4, p_change_box: 0.100, nExp = 10000
# 2233, Balls: Green, Black, Green, Black
# 2234, Balls: Black, White, Black, Red
# 2235, Balls: Red, Red, Blue, Red
# 2236, Balls: Green, White, Blue, Red
# 2237, Balls: Green, Red, Black, Black
# 2238, Balls: Red, Green, Red, Blue
# 2239, Balls: Blue, Green, Red, Green
# 2240, Balls: Blue, Green, Red, Green
# 2241, Balls: White, Red, Green, Green
# 2242, Balls: Blue, Green, Blue, Green
# 2243, Balls: Blue, Blue, White, White
# 2244, Balls: Blue, White, White, White
# 2245, Balls: Red, Red, Blue, Red
# 2246, Balls: Blue, Green, Blue, Green
# 2247, Balls: Blue, Black, Red, Red
# 2248, Balls: Green, Blue, Blue, Red
# 2249, Balls: Black, Red, Green, Blue
# 2250, Balls: Blue, Blue, White, Green
# 2251, Balls: Blue, Red, Red, Blue
# 2252, Balls: Black, Black, Red, Green
# 2253, Balls: Red, White, Black, Red
# 2254, Balls: Red, Red, Red, Red
# 2255, Balls: White, Red, Red, Red
# 2256, Balls: Blue, Green, Red, Blue
# 2257, Balls: Blue, Blue, Blue, White
# 2258, Balls: White, Black, Green, Red
# 2259, Balls: Red, Black, White, Red
# 2260, Balls: Blue, Black, Black, Green
# 2261, Balls: Blue, Red, Blue, Blue
# 2262, Balls: Black, Red, Blue, Red
# 2263, Balls: Green, Blue, Red, Green
# 2264, Balls: Red, Black, Red, Red
# 2265, Balls: Blue, Green, Green, White
# 2266, Balls: White, Black, Red, Red
# 2267, Balls: Red, Black, Black, Green
# 2268, Balls: Blue, White, Blue, Green
# 2269, Balls: White, Blue, Blue, Blue
# 2270, Balls: Red, Red, Red, Red
# 2271, Balls: Blue, White, Blue, Red
# 2272, Balls: Red, Red, Green, White
# 2273, Balls: Blue, Red, Blue, Red
# 2274, Balls: Red, Blue, Blue, Blue
# 2275, Balls: Green, Green, Green, Blue
# 2276, Balls: White, Green, Green, Red
# 2277, Balls: Green, Red, Black, Green
# 2278, Balls: Red, Blue, Red, Red
# 2279, Balls: Red, Blue, White, White
# 2280, Balls: Blue, White, Blue, White
# 2281, Balls: Red, Blue, White, White
# 2282, Balls: Red, Blue, Blue, Red
# 2283, Balls: Red, Red, Blue, White
# 2284, Balls: Black, White, Green, Black
# 2285, Balls: White, Blue, Green, Blue
# 2286, Balls: Black, Green, Red, Blue
# 2287, Balls: White, Red, Green, Green
# 2288, Balls: Green, Red, Green, Green
# 2289, Balls: White, Blue, White, Blue
# 2290, Balls: Red, Blue, Green, White
# 2291, Balls: Blue, White, Blue, Black
# 2292, Balls: Blue, Red, Blue, Black
# 2293, Balls: Red, Green, Red, White
# 2294, Balls: Green, Blue, Black, Blue
# 2295, Balls: Blue, Green, Blue, White
# 2296, Balls: Green, White, Black, Blue
# 2297, Balls: White, Blue, Blue, Green
# 2298, Balls: Blue, Blue, White, Blue
# 2299, Balls: Blue, Blue, Red, Black
# 2300, Balls: Black, Black, White, Red
# 2301, Balls: Black, Blue, Green, Red
# 2302, Balls: Green, White, Black, Red
# 2303, Balls: Green, Green, Blue, Black
# 2304, Balls: Red, Red, Blue, Green
# 2305, Balls: Blue, White, Red, Red
# 2306, Balls: Blue, Red, Blue, Blue
# 2307, Balls: Red, Red, Blue, Blue
# 2308, Balls: Black, Black, Blue, Blue
# 2309, Balls: Green, Green, White, White
# 2310, Balls: White, Red, Red, Blue
# 2311, Balls: Red, Red, Blue, Black
# 2312, Balls: Black, Red, Black, Blue
# 2313, Balls: Black, Blue, Red, Blue
# 2314, Balls: Blue, Red, Green, Red
# 2315, Balls: Green, Blue, Red, Black
# 2316, Balls: Blue, Blue, Red, Blue
# 2317, Balls: White, Red, White, Black
# 2318, Balls: Blue, Blue, White, Red
# 2319, Balls: Blue, Red, Blue, Red
# 2320, Balls: Blue, Black, Green, Green
# 2321, Balls: Red, Green, White, Blue
# 2322, Balls: Red, Blue, White, Green
# 2323, Balls: Red, Red, White, Red
# 2324, Balls: Black, Red, Black, Green
# 2325, Balls: Blue, Red, Red, Black
# 2326, Balls: White, White, Green, Red
# 2327, Balls: Red, White, Green, Red
# 2328, Balls: Blue, Green, Blue, Green
# 2329, Balls: White, Red, Red, Black
# 2330, Balls: White, White, Red, Red
# 2331, Balls: Blue, Blue, Blue, Red
# 2332, Balls: Red, White, Red, Blue
# 2333, Balls: Red, Blue, Blue, White
# 2334, Balls: White, Blue, White, Red
# 2335, Balls: Red, Red, Red, Black
# 2336, Balls: Blue, Black, Blue, Red
# 2337, Balls: Red, Black, Blue, Red
# 2338, Balls: Red, Red, Blue, Black
# 2339, Balls: Blue, Blue, Blue, Green
# 2340, Balls: Red, Red, Blue, Black
# 2341, Balls: Green, Blue, Red, Green
# 2342, Balls: Red, Green, Black, Red
# 2343, Balls: Blue, Red, Red, Green
# 2344, Balls: Blue, Green, Red, Blue
# 2345, Balls: Blue, White, Green, Red
# 2346, Balls: White, Red, Red, Red
# 2347, Balls: Red, Green, Red, Green
# 2348, Balls: Blue, Green, Green, Black
# 2349, Balls: Blue, Red, Green, Green
# 2350, Balls: Red, Red, Blue, Blue
# 2351, Balls: Black, Green, Green, Blue
# 2352, Balls: Red, White, Red, White
# 2353, Balls: Red, Black, Red, Blue
# 2354, Balls: Blue, White, Red, White
# 2355, Balls: Black, Black, Green, Blue
# 2356, Balls: Blue, Red, Blue, Red
# 2357, Balls: Red, Red, Green, Blue
# 2358, Balls: Green, Blue, Blue, Blue
# 2359, Balls: White, Green, Red, Red
# 2360, Balls: Red, Red, White, Blue
# 2361, Balls: Blue, Green, Red, Red
# 2362, Balls: Red, Black, Red, Black
# 2363, Balls: Green, White, Black, Blue
# 2364, Balls: Blue, Blue, Red, Black
# 2365, Balls: Red, Blue, Red, Red
# 2366, Balls: Black, Red, Red, Blue
# 2367, Balls: Red, White, Red, Black
# 2368, Balls: Red, Green, Green, Red
# 2369, Balls: Black, White, Red, Green
# 2370, Balls: Red, Green, Blue, Black
# 2371, Balls: Green, Red, Red, Blue
# 2372, Balls: Red, Blue, Black, Red
# 2373, Balls: Red, Red, White, Green
# 2374, Balls: Red, Black, Blue, Green
# 2375, Balls: Green, Red, Green, Green
# 2376, Balls: Red, White, Blue, Red
# 2377, Balls: Red, White, White, Black
# 2378, Balls: Blue, Red, Blue, Green
# 2379, Balls: White, Blue, Blue, Blue
# 2380, Balls: Red, Red, Red, Red
# 2381, Balls: Green, White, Red, Blue
# 2382, Balls: White, Red, Black, Blue
# 2383, Balls: Blue, Red, Green, Blue
# 2384, Balls: Red, Blue, Black, Blue
# 2385, Balls: Red, Red, White, Red
# 2386, Balls: White, Red, Green, Blue
# 2387, Balls: Red, Blue, Red, White
# 2388, Balls: Red, Blue, Green, Green
# 2389, Balls: White, Green, Red, White
# 2390, Balls: White, Black, Green, Blue
# 2391, Balls: Red, Red, Red, Red
# 2392, Balls: Blue, Blue, Red, White
# 2393, Balls: Blue, Green, Red, Red
# 2394, Balls: Green, Red, Red, Black
# 2395, Balls: Blue, Red, Red, Red
# 2396, Balls: Blue, Green, White, Red
# 2397, Balls: Red, Green, Blue, Red
# 2398, Balls: Red, Red, Blue, Blue
# 2399, Balls: Red, Blue, Red, White
# 2400, Balls: Black, Red, Blue, Red
# 2401, Balls: Green, Blue, Blue, Blue
# 2402, Balls: Blue, Blue, Red, Red
# 2403, Balls: Blue, Blue, Blue, White
# 2404, Balls: Blue, Red, Red, Green
# 2405, Balls: Blue, Blue, Blue, White
# 2406, Balls: Blue, Black, Red, Red
# 2407, Balls: Green, Black, White, Green
# 2408, Balls: Red, Blue, Red, Black
# 2409, Balls: Red, Black, Green, Black
# 2410, Balls: Green, Blue, Red, Red
# 2411, Balls: White, Green, Blue, White
# 2412, Balls: Green, Green, Green, White
# 2413, Balls: Blue, Red, Blue, Blue
# 2414, Balls: Red, Blue, Blue, Red
# 2415, Balls: White, Green, Red, Red
# 2416, Balls: Red, Green, White, Red
# 2417, Balls: Black, Black, Red, Blue
# 2418, Balls: Green, Green, Green, Blue
# 2419, Balls: Blue, Blue, Red, Blue
# 2420, Balls: Red, White, Blue, White
# 2421, Balls: Blue, Black, Green, Green
# 2422, Balls: Blue, Blue, Red, White
# 2423, Balls: Green, Red, Red, Green
# 2424, Balls: Green, White, Black, Blue
# 2425, Balls: Red, Black, Blue, Red
# 2426, Balls: Blue, Red, Blue, Blue
# 2427, Balls: Black, Blue, Red, Green
# 2428, Balls: Black, Blue, White, Green
# 2429, Balls: Red, White, Blue, Red
# 2430, Balls: White, Blue, Blue, Red
# 2431, Balls: Red, Blue, Blue, Black
# 2432, Balls: Red, Green, Green, Green
# 2433, Balls: White, Blue, Black, Red
# 2434, Balls: Blue, Blue, Red, Red
# 2435, Balls: Red, Green, White, Green
# 2436, Balls: Blue, Red, Red, Red
# 2437, Balls: Red, Black, White, Red
# 2438, Balls: Red, Blue, Red, Red
# 2439, Balls: Red, Red, Black, Green
# 2440, Balls: Black, Blue, Red, White
# 2441, Balls: White, Red, Red, Red
# 2442, Balls: White, Blue, Green, Red
# 2443, Balls: Blue, Blue, Blue, Black
# 2444, Balls: Blue, White, Blue, Green
# 2445, Balls: Blue, Blue, Red, Green
# 2446, Balls: Red, Green, Blue, Red
# 2447, Balls: Red, Green, Black, Red
# 2448, Balls: Black, Red, Red, Blue
# 2449, Balls: Blue, Blue, Black, Red
# 2450, Balls: White, White, Red, Red
# 2451, Balls: Red, Blue, Green, Blue
# 2452, Balls: Blue, Blue, Black, Green
# 2453, Balls: Blue, White, White, Red
# 2454, Balls: Green, White, White, Blue
# 2455, Balls: Black, Red, Green, Red
# 2456, Balls: Red, Green, Black, Red
# 2457, Balls: White, White, Red, Green
# 2458, Balls: Green, Red, Blue, White
# 2459, Balls: Blue, Green, Green, Blue
# 2460, Balls: Green, Red, Black, Black
# 2461, Balls: Red, Black, Red, Red
# 2462, Balls: White, White, White, Blue
# 2463, Balls: Blue, Black, Red, Red
# 2464, Balls: Black, Black, Blue, Blue
# 2465, Balls: Blue, Red, Blue, Red
# 2466, Balls: Blue, White, Green, Red
# 2467, Balls: Green, Red, Red, Red
# 2468, Balls: White, Red, Blue, Blue
# 2469, Balls: Blue, Red, Black, Red
# 2470, Balls: Green, Green, Blue, Red
# 2471, Balls: Blue, Red, Black, Red
# 2472, Balls: Green, Green, Red, Blue
# 2473, Balls: Green, Green, Green, Red
# 2474, Balls: Blue, White, Red, White
# 2475, Balls: Red, Blue, Red, Black
# 2476, Balls: Blue, White, Blue, Red
# 2477, Balls: Red, Black, Black, Red
# 2478, Balls: Blue, Red, Green, Red
# 2479, Balls: Blue, Blue, Blue, Blue
# 2480, Balls: Blue, Red, Red, Green
# 2481, Balls: Blue, Black, Green, Red
# 2482, Balls: Green, Red, Blue, Red
# 2483, Balls: Green, White, Green, Red
# 2484, Balls: White, Green, Blue, Red
# 2485, Balls: Red, Red, Green, Green
# 2486, Balls: Green, Red, Red, Black
# 2487, Balls: Blue, Red, White, White
# 2488, Balls: Blue, Black, Blue, Blue
# 2489, Balls: Red, Blue, Blue, Green
# 2490, Balls: Red, White, White, Red
# 2491, Balls: White, Blue, Green, Blue
# 2492, Balls: Blue, Green, Red, Red
# 2493, Balls: Blue, Black, Green, Blue
# 2494, Balls: Blue, Black, Blue, Blue
# 2495, Balls: Green, Black, Black, Blue
# 2496, Balls: Blue, Blue, White, Blue
# 2497, Balls: Red, Blue, Green, Green
# 2498, Balls: White, Black, Red, White
# 2499, Balls: Black, Red, Red, Red
# 2500, Balls: Red, Red, Black, Green
# 2501, Balls: Black, Red, Blue, White
# 2502, Balls: White, Blue, Blue, Black
# 2503, Balls: Blue, Green, Blue, Red
# 2504, Balls: Blue, Blue, Red, Blue
# 2505, Balls: Blue, Blue, White, Blue
# 2506, Balls: Blue, Black, Blue, Blue
# 2507, Balls: Blue, Black, Red, Blue
# 2508, Balls: Blue, White, Green, Black
# 2509, Balls: Green, Green, White, Red
# 2510, Balls: White, Blue, White, Black
# 2511, Balls: Green, Blue, Blue, Black
# 2512, Balls: Green, Green, Green, Green
# 2513, Balls: White, Red, Green, Red
# 2514, Balls: Blue, Red, Blue, Red
# 2515, Balls: Green, Red, Red, Black
# 2516, Balls: Blue, White, White, Green
# 2517, Balls: Black, Blue, Red, Blue
# 2518, Balls: Blue, White, Blue, Red
# 2519, Balls: Black, Black, White, Black
# 2520, Balls: Blue, Blue, White, Red
# 2521, Balls: White, Blue, Blue, Black
# 2522, Balls: White, Blue, Blue, Blue
# 2523, Balls: Blue, Red, Red, Red
# 2524, Balls: Black, Blue, Blue, Red
# 2525, Balls: Blue, White, Blue, Green
# 2526, Balls: Blue, White, Black, White
# 2527, Balls: Red, Green, Blue, Green
# 2528, Balls: Blue, Red, White, Blue
# 2529, Balls: Blue, Blue, White, Blue
# 2530, Balls: Blue, Green, Black, White
# 2531, Balls: Blue, Blue, Green, Green
# 2532, Balls: Green, Blue, Green, Green
# 2533, Balls: Green, Blue, Blue, Green
# 2534, Balls: White, Red, Green, Blue
# 2535, Balls: Red, Black, White, Green
# 2536, Balls: Green, Blue, Blue, Red
# 2537, Balls: Green, Red, Blue, Red
# 2538, Balls: White, Blue, Green, Blue
# 2539, Balls: Blue, Black, Red, Red
# 2540, Balls: Blue, Black, Red, Blue
# 2541, Balls: Red, Red, Green, Green
# 2542, Balls: Black, Black, White, Red
# 2543, Balls: Black, Red, Blue, Black
# 2544, Balls: Green, Green, Red, Green
# 2545, Balls: Red, Blue, White, Blue
# 2546, Balls: Blue, Blue, Black, Red
# 2547, Balls: Red, Red, Blue, Red
# 2548, Balls: Red, White, Red, Blue
# 2549, Balls: Blue, Blue, White, Red
# 2550, Balls: Blue, Black, Red, White
# 2551, Balls: Blue, Blue, Blue, White
# 2552, Balls: Red, White, Black, Blue
# 2553, Balls: Red, Black, Blue, Red
# 2554, Balls: White, Red, Red, Black
# 2555, Balls: Red, Blue, Green, Blue
# 2556, Balls: Blue, Red, Green, Red
# 2557, Balls: Blue, Black, Red, Black
# 2558, Balls: Red, Red, Green, White
# 2559, Balls: Red, Green, Blue, Red
# 2560, Balls: Blue, Black, Black, White
# 2561, Balls: Blue, Black, Blue, Red
# 2562, Balls: Red, Red, Green, Red
# 2563, Balls: Blue, Black, Green, Green
# 2564, Balls: Red, Blue, Red, Red
# 2565, Balls: Red, Red, Red, Red
# 2566, Balls: White, Blue, Blue, White
# 2567, Balls: Green, White, Green, Green
# 2568, Balls: Blue, Blue, Green, Black
# 2569, Balls: Blue, Black, Blue, Blue
# 2570, Balls: Red, Red, White, Red
# 2571, Balls: Blue, Blue, Red, Red
# 2572, Balls: Blue, Blue, Blue, Green
# 2573, Balls: White, Blue, Red, Green
# 2574, Balls: Blue, White, Blue, Red
# 2575, Balls: Green, Red, Blue, Black
# 2576, Balls: Red, Blue, Green, Black
# 2577, Balls: Red, Green, Red, Red
# 2578, Balls: Blue, Green, White, Green
# 2579, Balls: White, White, Blue, Red
# 2580, Balls: Red, Red, Green, White
# 2581, Balls: Red, Red, Blue, Black
# 2582, Balls: Red, Black, Red, Blue
# 2583, Balls: White, Red, Red, Red
# 2584, Balls: Green, Red, Blue, White
# 2585, Balls: Green, Red, Blue, Green
# 2586, Balls: White, Blue, Red, Red
# 2587, Balls: White, Red, Green, Blue
# 2588, Balls: Green, White, Blue, Blue
# 2589, Balls: Blue, Black, Black, Green
# 2590, Balls: Black, Red, Green, Blue
# 2591, Balls: Green, Blue, White, Blue
# 2592, Balls: Red, Green, Green, Red
# 2593, Balls: Red, Green, Red, Black
# 2594, Balls: Red, Red, Blue, Blue
# 2595, Balls: Red, Red, Blue, Blue
# 2596, Balls: Blue, Red, Blue, Blue
# 2597, Balls: Black, White, Red, Red
# 2598, Balls: Red, Red, Red, Blue
# 2599, Balls: Blue, Blue, Blue, Blue
# 2600, Balls: Blue, Blue, Blue, Black
# 2601, Balls: Green, Black, Blue, Green
# 2602, Balls: Red, Black, Blue, White
# 2603, Balls: Green, Black, Blue, Red
# 2604, Balls: Green, Red, Black, White
# 2605, Balls: Red, Green, Blue, Green
# 2606, Balls: Green, Blue, Green, Red
# 2607, Balls: Blue, Green, Green, White
# 2608, Balls: Red, Blue, Red, Black
# 2609, Balls: Red, Blue, Black, White
# 2610, Balls: Red, White, Green, Green
# 2611, Balls: Red, Black, Green, Red
# 2612, Balls: Blue, White, White, Red
# 2613, Balls: White, Blue, White, Red
# 2614, Balls: White, Blue, Green, Black
# 2615, Balls: Blue, Red, White, White
# 2616, Balls: White, Red, Blue, White
# 2617, Balls: Red, Black, Green, Black
# 2618, Balls: Blue, Blue, Red, White
# 2619, Balls: Red, Red, White, Green
# 2620, Balls: Red, Blue, Green, Blue
# 2621, Balls: White, Blue, Green, Blue
# 2622, Balls: Blue, Blue, Red, White
# 2623, Balls: Red, Blue, Blue, Blue
# 2624, Balls: Blue, Blue, Red, White
# 2625, Balls: Red, Blue, Green, Blue
# 2626, Balls: Blue, Blue, White, Red
# 2627, Balls: Blue, Blue, Green, White
# 2628, Balls: Blue, Green, White, White
# 2629, Balls: White, White, Red, Red
# 2630, Balls: Black, White, Red, White
# 2631, Balls: Blue, Blue, White, Green
# 2632, Balls: Red, Blue, Blue, Blue
# 2633, Balls: Blue, Blue, Red, Black
# 2634, Balls: Green, Blue, Green, Red
# 2635, Balls: Blue, Green, Red, Red
# 2636, Balls: White, Red, Red, Blue
# 2637, Balls: White, Red, Red, Red
# 2638, Balls: Red, Black, Red, White
# 2639, Balls: Blue, Blue, Green, White
# 2640, Balls: Black, Blue, Black, Red
# 2641, Balls: White, Blue, Blue, Black
# 2642, Balls: Green, Red, Green, Blue
# 2643, Balls: White, Blue, Blue, Black
# 2644, Balls: White, Red, Black, Black
# 2645, Balls: White, Green, White, Red
# 2646, Balls: Red, Red, Blue, Red
# 2647, Balls: Red, Red, Green, Green
# 2648, Balls: Blue, Blue, Red, Red
# 2649, Balls: Blue, Red, Green, Red
# 2650, Balls: Red, Red, Red, Blue
# 2651, Balls: Red, Blue, Black, Black
# 2652, Balls: Red, Blue, Blue, White
# 2653, Balls: Green, Green, Green, Blue
# 2654, Balls: Blue, Blue, Green, Blue
# 2655, Balls: Blue, Green, Black, Blue
# 2656, Balls: Green, White, Red, Red
# 2657, Balls: Green, Blue, Red, Blue
# 2658, Balls: Red, Red, White, Blue
# 2659, Balls: Green, Red, Green, Red
# 2660, Balls: White, Black, White, Red
# 2661, Balls: Red, Red, Blue, White
# 2662, Balls: Blue, Green, Blue, Red
# 2663, Balls: Red, Red, Blue, White
# 2664, Balls: Red, Black, Black, Green
# 2665, Balls: Blue, White, Red, Red
# 2666, Balls: Blue, Red, Green, Red
# 2667, Balls: White, Green, Green, White
# 2668, Balls: Red, Red, White, Blue
# 2669, Balls: Blue, Green, Green, Blue
# 2670, Balls: Blue, Blue, Blue, White
# 2671, Balls: Black, Red, Blue, Red
# 2672, Balls: Red, Green, Green, Black
# 2673, Balls: Green, Green, White, Red
# 2674, Balls: Red, Red, Blue, Green
# 2675, Balls: Red, Green, Blue, Green
# 2676, Balls: Black, Red, White, Blue
# 2677, Balls: Blue, Green, Red, Green
# 2678, Balls: Black, Black, Green, Green
# 2679, Balls: Red, Black, White, Red
# 2680, Balls: Red, Blue, Blue, Blue
# 2681, Balls: Red, Red, Red, Green
# 2682, Balls: Red, Red, White, Red
# 2683, Balls: Red, Blue, Red, Red
# 2684, Balls: Green, Blue, White, Green
# 2685, Balls: Green, Green, Blue, Red
# 2686, Balls: Red, White, Black, Black
# 2687, Balls: Black, White, Green, Green
# 2688, Balls: Black, Blue, Red, Red
# 2689, Balls: Red, White, Blue, Red
# 2690, Balls: Green, Blue, Red, Blue
# 2691, Balls: Black, White, Blue, Blue
# 2692, Balls: Blue, White, Blue, Blue
# 2693, Balls: White, Blue, Red, Blue
# 2694, Balls: Red, Green, Red, Red
# 2695, Balls: Blue, Green, White, Blue
# 2696, Balls: Red, Blue, White, Green
# 2697, Balls: Red, Blue, Blue, Green
# 2698, Balls: Red, Red, Red, Green
# 2699, Balls: Red, Green, Red, Black
# 2700, Balls: White, Red, Green, Black
# 2701, Balls: Blue, Blue, Green, Red
# 2702, Balls: Red, Green, Black, White
# 2703, Balls: Black, White, White, White
# 2704, Balls: Black, Red, Green, Blue
# 2705, Balls: Black, Blue, White, Blue
# 2706, Balls: Black, Red, Red, Red
# 2707, Balls: Blue, Red, Green, Red
# 2708, Balls: Red, Red, Black, White
# 2709, Balls: Red, Green, Green, Green
# 2710, Balls: Red, Green, Red, Blue
# 2711, Balls: Red, Red, Green, Blue
# 2712, Balls: Blue, Green, Red, Blue
# 2713, Balls: Green, Red, Red, Red
# 2714, Balls: Black, Blue, Green, Green
# 2715, Balls: Red, Black, Red, Green
# 2716, Balls: Black, Red, Black, Blue
# 2717, Balls: Red, Blue, Red, Blue
# 2718, Balls: Red, White, Red, Blue
# 2719, Balls: Red, Blue, Red, Blue
# 2720, Balls: Red, White, Blue, Blue
# 2721, Balls: Red, White, Black, Blue
# 2722, Balls: Blue, Black, White, Blue
# 2723, Balls: Green, Blue, Blue, Blue
# 2724, Balls: Green, Blue, Red, White
